Field ID	Description	Category	datatype
130124	Date A74 first reported (other diseases caused by chlamydiae)	Certain infectious and parasitic diseases	Date
130126	Date A75 first reported (typhus fever)	Certain infectious and parasitic diseases	Date
130128	Date A77 first reported (spotted fever [tick-borne rickettsioses])	Certain infectious and parasitic diseases	Date
130130	Date A78 first reported (q fever)	Certain infectious and parasitic diseases	Date
130132	Date A79 first reported (other rickettsioses)	Certain infectious and parasitic diseases	Date
130134	Date A80 first reported (acute poliomyelitis)	Certain infectious and parasitic diseases	Date
130136	Date A81 first reported (atypical virus infections of central nervous system)	Certain infectious and parasitic diseases	Date
130138	Date A82 first reported (rabies)	Certain infectious and parasitic diseases	Date
130140	Date A83 first reported (mosquito-borne viral encephalitis)	Certain infectious and parasitic diseases	Date
130142	Date A84 first reported (tick-borne viral encephalitis)	Certain infectious and parasitic diseases	Date
130144	Date A85 first reported (other viral encephalitis, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130146	Date A86 first reported (unspecified viral encephalitis)	Certain infectious and parasitic diseases	Date
130148	Date A87 first reported (viral meningitis)	Certain infectious and parasitic diseases	Date
130150	Date A88 first reported (other viral infections of central nervous system, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130152	Date A89 first reported (unspecified viral infection of central nervous system)	Certain infectious and parasitic diseases	Date
130154	Date A90 first reported (dengue fever [classical dengue])	Certain infectious and parasitic diseases	Date
130156	Date A91 first reported (dengue haemorrhagic fever)	Certain infectious and parasitic diseases	Date
130158	Date A92 first reported (other mosquito-borne viral fevers)	Certain infectious and parasitic diseases	Date
130160	Date A93 first reported (other arthropod-borne viral fevers, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130162	Date A94 first reported (unspecified arthropod-borne viral fever)	Certain infectious and parasitic diseases	Date
130164	Date A95 first reported (yellow fever)	Certain infectious and parasitic diseases	Date
130166	Date A96 first reported (arenaviral haemorrhagic fever)	Certain infectious and parasitic diseases	Date
130168	Date A97 first reported (dengue)	Certain infectious and parasitic diseases	Date
130170	Date A98 first reported (other viral haemorrhagic fevers, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130172	Date A99 first reported (unspecified viral haemorrhagic fever)	Certain infectious and parasitic diseases	Date
130174	Date B00 first reported (herpesviral [herpes simplex] infections)	Certain infectious and parasitic diseases	Date
130176	Date B01 first reported (varicella [chickenpox])	Certain infectious and parasitic diseases	Date
130178	Date B02 first reported (zoster [herpes zoster])	Certain infectious and parasitic diseases	Date
130180	Date B03 first reported (smallpox)	Certain infectious and parasitic diseases	Date
130182	Date B04 first reported (monkeypox)	Certain infectious and parasitic diseases	Date
130184	Date B05 first reported (measles)	Certain infectious and parasitic diseases	Date
130186	Date B06 first reported (rubella [german measles])	Certain infectious and parasitic diseases	Date
130188	Date B07 first reported (viral warts)	Certain infectious and parasitic diseases	Date
130190	Date B08 first reported (other viral infections characterised by skin and mucous membrane lesions, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130192	Date B09 first reported (unspecified viral infection characterised by skin and mucous membrane lesions)	Certain infectious and parasitic diseases	Date
130194	Date B15 first reported (acute hepatitis a)	Certain infectious and parasitic diseases	Date
130196	Date B16 first reported (acute hepatitis b)	Certain infectious and parasitic diseases	Date
130198	Date B17 first reported (other acute viral hepatitis)	Certain infectious and parasitic diseases	Date
130200	Date B18 first reported (chronic viral hepatitis)	Certain infectious and parasitic diseases	Date
130202	Date B19 first reported (unspecified viral hepatitis)	Certain infectious and parasitic diseases	Date
130204	Date B20 first reported (human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases)	Certain infectious and parasitic diseases	Date
130206	Date B21 first reported (human immunodeficiency virus [hiv] disease resulting in malignant neoplasms)	Certain infectious and parasitic diseases	Date
130208	Date B22 first reported (human immunodeficiency virus [hiv] disease resulting in other specified diseases)	Certain infectious and parasitic diseases	Date
130210	Date B23 first reported (human immunodeficiency virus [hiv] disease resulting in other conditions)	Certain infectious and parasitic diseases	Date
130212	Date B24 first reported (unspecified human immunodeficiency virus [hiv] disease)	Certain infectious and parasitic diseases	Date
130214	Date B25 first reported (cytomegaloviral disease)	Certain infectious and parasitic diseases	Date
130216	Date B26 first reported (mumps)	Certain infectious and parasitic diseases	Date
130218	Date B27 first reported (infectious mononucleosis)	Certain infectious and parasitic diseases	Date
130220	Date B30 first reported (viral conjunctivitis)	Certain infectious and parasitic diseases	Date
130222	Date B33 first reported (other viral diseases, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130224	Date B34 first reported (viral infection of unspecified site)	Certain infectious and parasitic diseases	Date
130226	Date B35 first reported (dermatophytosis)	Certain infectious and parasitic diseases	Date
130228	Date B36 first reported (other superficial mycoses)	Certain infectious and parasitic diseases	Date
130230	Date B37 first reported (candidiasis)	Certain infectious and parasitic diseases	Date
130232	Date B38 first reported (coccidioidomycosis)	Certain infectious and parasitic diseases	Date
130234	Date B39 first reported (histoplasmosis)	Certain infectious and parasitic diseases	Date
130236	Date B40 first reported (blastomycosis)	Certain infectious and parasitic diseases	Date
130238	Date B41 first reported (paracoccidioidomycosis)	Certain infectious and parasitic diseases	Date
130240	Date B42 first reported (sporotrichosis)	Certain infectious and parasitic diseases	Date
130242	Date B43 first reported (chromomycosis and phaeomycotic abscess)	Certain infectious and parasitic diseases	Date
130244	Date B44 first reported (aspergillosis)	Certain infectious and parasitic diseases	Date
130246	Date B45 first reported (cryptococcosis)	Certain infectious and parasitic diseases	Date
130248	Date B46 first reported (zygomycosis)	Certain infectious and parasitic diseases	Date
130250	Date B47 first reported (mycetoma)	Certain infectious and parasitic diseases	Date
130252	Date B48 first reported (other mycoses, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130254	Date B49 first reported (unspecified mycosis)	Certain infectious and parasitic diseases	Date
130256	Date B50 first reported (plasmodium falciparum malaria)	Certain infectious and parasitic diseases	Date
130258	Date B51 first reported (plasmodium vivax malaria)	Certain infectious and parasitic diseases	Date
130260	Date B52 first reported (plasmodium malariae malaria)	Certain infectious and parasitic diseases	Date
130262	Date B53 first reported (other parasitologically confirmed malaria)	Certain infectious and parasitic diseases	Date
130264	Date B54 first reported (unspecified malaria)	Certain infectious and parasitic diseases	Date
130266	Date B55 first reported (leishmaniasis)	Certain infectious and parasitic diseases	Date
130268	Date B56 first reported (african trypanosomiasis)	Certain infectious and parasitic diseases	Date
130270	Date B57 first reported (chagas' disease)	Certain infectious and parasitic diseases	Date
130272	Date B58 first reported (toxoplasmosis)	Certain infectious and parasitic diseases	Date
130274	Date B59 first reported (pneumocystosis)	Certain infectious and parasitic diseases	Date
130276	Date B60 first reported (other protozoal diseases, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130278	Date B64 first reported (unspecified protozoal disease)	Certain infectious and parasitic diseases	Date
130280	Date B65 first reported (schistosomiasis [bilharziasis])	Certain infectious and parasitic diseases	Date
130282	Date B66 first reported (other fluke infections)	Certain infectious and parasitic diseases	Date
130284	Date B67 first reported (echinococcosis)	Certain infectious and parasitic diseases	Date
130286	Date B68 first reported (taeniasis)	Certain infectious and parasitic diseases	Date
130288	Date B69 first reported (cysticercosis)	Certain infectious and parasitic diseases	Date
130290	Date B70 first reported (diphyllobothriasis and sparganosis)	Certain infectious and parasitic diseases	Date
130292	Date B71 first reported (other cestode infections)	Certain infectious and parasitic diseases	Date
130294	Date B72 first reported (dracunculiasis)	Certain infectious and parasitic diseases	Date
130296	Date B73 first reported (onchocerciasis)	Certain infectious and parasitic diseases	Date
130298	Date B74 first reported (filariasis)	Certain infectious and parasitic diseases	Date
130300	Date B75 first reported (trichinellosis)	Certain infectious and parasitic diseases	Date
130302	Date B76 first reported (hookworm diseases)	Certain infectious and parasitic diseases	Date
130304	Date B77 first reported (ascariasis)	Certain infectious and parasitic diseases	Date
130306	Date B78 first reported (strongyloidiasis)	Certain infectious and parasitic diseases	Date
130308	Date B79 first reported (trichuriasis)	Certain infectious and parasitic diseases	Date
130310	Date B80 first reported (enterobiasis)	Certain infectious and parasitic diseases	Date
130312	Date B81 first reported (other intestinal helminthiases, not elsewhere classified)	Certain infectious and parasitic diseases	Date
130314	Date B82 first reported (unspecified intestinal parasitism)	Certain infectious and parasitic diseases	Date
130316	Date B83 first reported (other helminthiases)	Certain infectious and parasitic diseases	Date
130318	Date B85 first reported (pediculosis and phthiriasis)	Certain infectious and parasitic diseases	Date
130320	Date B86 first reported (scabies)	Certain infectious and parasitic diseases	Date
130322	Date B87 first reported (myiasis)	Certain infectious and parasitic diseases	Date
130324	Date B88 first reported (other infestations)	Certain infectious and parasitic diseases	Date
130326	Date B89 first reported (unspecified parasitic disease)	Certain infectious and parasitic diseases	Date
130328	Date B90 first reported (sequelae of tuberculosis)	Certain infectious and parasitic diseases	Date
130330	Date B91 first reported (sequelae of poliomyelitis)	Certain infectious and parasitic diseases	Date
130332	Date B92 first reported (sequelae of leprosy)	Certain infectious and parasitic diseases	Date
130334	Date B94 first reported (sequelae of other and unspecified infectious and parasitic diseases)	Certain infectious and parasitic diseases	Date
130336	Date B95 first reported (streptococcus and staphylococcus as the cause of diseases classified to other chapters)	Certain infectious and parasitic diseases	Date
130338	Date B96 first reported (other bacterial agents as the cause of diseases classified to other chapters)	Certain infectious and parasitic diseases	Date
130340	Date B97 first reported (viral agents as the cause of diseases classified to other chapters)	Certain infectious and parasitic diseases	Date
130342	Date B98 first reported (other specified infectious agents as the cause of diseases classified to other chapters)	Certain infectious and parasitic diseases	Date
130344	Date B99 first reported (other and unspecified infectious diseases)	Certain infectious and parasitic diseases	Date
130622	Date D50 first reported (iron deficiency anaemia)	Blood, blood-forming organs and certain immune disorders	Date
130624	Date D51 first reported (vitamin b12 deficiency anaemia)	Blood, blood-forming organs and certain immune disorders	Date
130626	Date D52 first reported (folate deficiency anaemia)	Blood, blood-forming organs and certain immune disorders	Date
130628	Date D53 first reported (other nutritional anaemias)	Blood, blood-forming organs and certain immune disorders	Date
130630	Date D55 first reported (anaemia due to enzyme disorders)	Blood, blood-forming organs and certain immune disorders	Date
130632	Date D56 first reported (thalassaemia)	Blood, blood-forming organs and certain immune disorders	Date
130634	Date D57 first reported (sickle-cell disorders)	Blood, blood-forming organs and certain immune disorders	Date
130636	Date D58 first reported (other hereditary haemolytic anaemias)	Blood, blood-forming organs and certain immune disorders	Date
130638	Date D59 first reported (acquired haemolytic anaemia)	Blood, blood-forming organs and certain immune disorders	Date
130640	Date D60 first reported (acquired pure red cell aplasia [erythroblastopenia])	Blood, blood-forming organs and certain immune disorders	Date
130642	Date D61 first reported (other aplastic anaemias)	Blood, blood-forming organs and certain immune disorders	Date
130644	Date D62 first reported (acute posthaemorrhagic anaemia)	Blood, blood-forming organs and certain immune disorders	Date
130646	Date D63 first reported (anaemia in chronic diseases classified elsewhere)	Blood, blood-forming organs and certain immune disorders	Date
130648	Date D64 first reported (other anaemias)	Blood, blood-forming organs and certain immune disorders	Date
130650	Date D65 first reported (disseminated intravascular coagulation [defibrination syndrome])	Blood, blood-forming organs and certain immune disorders	Date
130652	Date D66 first reported (hereditary factor viii deficiency)	Blood, blood-forming organs and certain immune disorders	Date
130654	Date D67 first reported (hereditary factor ix deficiency)	Blood, blood-forming organs and certain immune disorders	Date
130656	Date D68 first reported (other coagulation defects)	Blood, blood-forming organs and certain immune disorders	Date
130658	Date D69 first reported (purpura and other haemorrhagic conditions)	Blood, blood-forming organs and certain immune disorders	Date
130660	Date D70 first reported (agranulocytosis)	Blood, blood-forming organs and certain immune disorders	Date
130662	Date D71 first reported (functional disorders of polymorphonuclear neutrophils)	Blood, blood-forming organs and certain immune disorders	Date
130664	Date D72 first reported (other disorders of white blood cells)	Blood, blood-forming organs and certain immune disorders	Date
130666	Date D73 first reported (diseases of spleen)	Blood, blood-forming organs and certain immune disorders	Date
130668	Date D74 first reported (methaemoglobinaemia)	Blood, blood-forming organs and certain immune disorders	Date
130670	Date D75 first reported (other diseases of blood and blood-forming organs)	Blood, blood-forming organs and certain immune disorders	Date
130672	Date D76 first reported (certain diseases involving lymphoreticular tissue and reticulohistiocytic system)	Blood, blood-forming organs and certain immune disorders	Date
130674	Date D77 first reported (other disorders of blood and blood-forming organs in diseases classified elsewhere)	Blood, blood-forming organs and certain immune disorders	Date
130676	Date D80 first reported (immunodeficiency with predominantly antibody defects)	Blood, blood-forming organs and certain immune disorders	Date
130678	Date D81 first reported (combined immunodeficiencies)	Blood, blood-forming organs and certain immune disorders	Date
130680	Date D82 first reported (immunodeficiency associated with other major defects)	Blood, blood-forming organs and certain immune disorders	Date
130682	Date D83 first reported (common variable immunodeficiency)	Blood, blood-forming organs and certain immune disorders	Date
130684	Date D84 first reported (other immunodeficiencies)	Blood, blood-forming organs and certain immune disorders	Date
130686	Date D86 first reported (sarcoidosis)	Blood, blood-forming organs and certain immune disorders	Date
130688	Date D89 first reported (other disorders involving the immune mechanism, not elsewhere classified)	Blood, blood-forming organs and certain immune disorders	Date
130690	Date E00 first reported (congenital iodine-deficiency syndrome)	Endocrine, nutritional and metabolic diseases	Date
130692	Date E01 first reported (iodine-deficiency-related thyroid disorders and allied conditions)	Endocrine, nutritional and metabolic diseases	Date
130694	Date E02 first reported (subclinical iodine-deficiency hypothyroidism)	Endocrine, nutritional and metabolic diseases	Date
130696	Date E03 first reported (other hypothyroidism)	Endocrine, nutritional and metabolic diseases	Date
130698	Date E04 first reported (other non-toxic goitre)	Endocrine, nutritional and metabolic diseases	Date
130700	Date E05 first reported (thyrotoxicosis [hyperthyroidism])	Endocrine, nutritional and metabolic diseases	Date
130702	Date E06 first reported (thyroiditis)	Endocrine, nutritional and metabolic diseases	Date
130704	Date E07 first reported (other disorders of thyroid)	Endocrine, nutritional and metabolic diseases	Date
130706	Date E10 first reported (insulin-dependent diabetes mellitus)	Endocrine, nutritional and metabolic diseases	Date
130708	Date E11 first reported (non-insulin-dependent diabetes mellitus)	Endocrine, nutritional and metabolic diseases	Date
130710	Date E12 first reported (malnutrition-related diabetes mellitus)	Endocrine, nutritional and metabolic diseases	Date
130712	Date E13 first reported (other specified diabetes mellitus)	Endocrine, nutritional and metabolic diseases	Date
130714	Date E14 first reported (unspecified diabetes mellitus)	Endocrine, nutritional and metabolic diseases	Date
130716	Date E15 first reported (nondiabetic hypoglycaemic coma)	Endocrine, nutritional and metabolic diseases	Date
130718	Date E16 first reported (other disorders of pancreatic internal secretion)	Endocrine, nutritional and metabolic diseases	Date
130720	Date E20 first reported (hypoparathyroidism)	Endocrine, nutritional and metabolic diseases	Date
130722	Date E21 first reported (hyperparathyroidism and other disorders of parathyroid gland)	Endocrine, nutritional and metabolic diseases	Date
130724	Date E22 first reported (hyperfunction of pituitary gland)	Endocrine, nutritional and metabolic diseases	Date
130726	Date E23 first reported (hypofunction and other disorders of pituitary gland)	Endocrine, nutritional and metabolic diseases	Date
130728	Date E24 first reported (cushing's syndrome)	Endocrine, nutritional and metabolic diseases	Date
130730	Date E25 first reported (adrenogenital disorders)	Endocrine, nutritional and metabolic diseases	Date
130732	Date E26 first reported (hyperaldosteronism)	Endocrine, nutritional and metabolic diseases	Date
130734	Date E27 first reported (other disorders of adrenal gland)	Endocrine, nutritional and metabolic diseases	Date
130736	Date E28 first reported (ovarian dysfunction)	Endocrine, nutritional and metabolic diseases	Date
130738	Date E29 first reported (testicular dysfunction)	Endocrine, nutritional and metabolic diseases	Date
130740	Date E30 first reported (disorders of puberty, not elsewhere classified)	Endocrine, nutritional and metabolic diseases	Date
130742	Date E31 first reported (polyglandular dysfunction)	Endocrine, nutritional and metabolic diseases	Date
130744	Date E32 first reported (diseases of thymus)	Endocrine, nutritional and metabolic diseases	Date
130746	Date E34 first reported (other endocrine disorders)	Endocrine, nutritional and metabolic diseases	Date
130748	Date E35 first reported (disorders of endocrine glands in diseases classified elsewhere)	Endocrine, nutritional and metabolic diseases	Date
130750	Date E40 first reported (kwashiorkor)	Endocrine, nutritional and metabolic diseases	Date
130752	Date E41 first reported (nutritional marasmus)	Endocrine, nutritional and metabolic diseases	Date
130754	Date E42 first reported (marasmic kwashiorkor)	Endocrine, nutritional and metabolic diseases	Date
130756	Date E43 first reported (unspecified severe protein-energy malnutrition)	Endocrine, nutritional and metabolic diseases	Date
130758	Date E44 first reported (protein-energy malnutrition of moderate and mild degree)	Endocrine, nutritional and metabolic diseases	Date
130760	Date E45 first reported (retarded development following protein-energy malnutrition)	Endocrine, nutritional and metabolic diseases	Date
130762	Date E46 first reported (unspecified protein-energy malnutrition)	Endocrine, nutritional and metabolic diseases	Date
130764	Date E50 first reported (vitamin a deficiency)	Endocrine, nutritional and metabolic diseases	Date
130766	Date E51 first reported (thiamine deficiency)	Endocrine, nutritional and metabolic diseases	Date
130768	Date E52 first reported (niacin deficiency [pellagra])	Endocrine, nutritional and metabolic diseases	Date
130770	Date E53 first reported (deficiency of other b group vitamins)	Endocrine, nutritional and metabolic diseases	Date
130772	Date E54 first reported (ascorbic acid deficiency)	Endocrine, nutritional and metabolic diseases	Date
130774	Date E55 first reported (vitamin d deficiency)	Endocrine, nutritional and metabolic diseases	Date
130776	Date E56 first reported (other vitamin deficiencies)	Endocrine, nutritional and metabolic diseases	Date
130778	Date E58 first reported (dietary calcium deficiency)	Endocrine, nutritional and metabolic diseases	Date
130780	Date E59 first reported (dietary selenium deficiency)	Endocrine, nutritional and metabolic diseases	Date
130782	Date E60 first reported (dietary zinc deficiency)	Endocrine, nutritional and metabolic diseases	Date
130784	Date E61 first reported (deficiency of other nutrient elements)	Endocrine, nutritional and metabolic diseases	Date
130786	Date E63 first reported (other nutritional deficiencies)	Endocrine, nutritional and metabolic diseases	Date
130788	Date E64 first reported (sequelae of malnutrition and other nutritional deficiencies)	Endocrine, nutritional and metabolic diseases	Date
130790	Date E65 first reported (localised adiposity)	Endocrine, nutritional and metabolic diseases	Date
130792	Date E66 first reported (obesity)	Endocrine, nutritional and metabolic diseases	Date
130794	Date E67 first reported (other hyperalimentation)	Endocrine, nutritional and metabolic diseases	Date
130796	Date E68 first reported (sequelae of hyperalimentation)	Endocrine, nutritional and metabolic diseases	Date
130798	Date E70 first reported (disorders of aromatic amino-acid metabolism)	Endocrine, nutritional and metabolic diseases	Date
130800	Date E71 first reported (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism)	Endocrine, nutritional and metabolic diseases	Date
130802	Date E72 first reported (other disorders of amino-acid metabolism)	Endocrine, nutritional and metabolic diseases	Date
130804	Date E73 first reported (lactose intolerance)	Endocrine, nutritional and metabolic diseases	Date
130806	Date E74 first reported (other disorders of carbohydrate metabolism)	Endocrine, nutritional and metabolic diseases	Date
130808	Date E75 first reported (disorders of sphingolipid metabolism and other lipid storage disorders)	Endocrine, nutritional and metabolic diseases	Date
130810	Date E76 first reported (disorders of glycosaminoglycan metabolism)	Endocrine, nutritional and metabolic diseases	Date
130812	Date E77 first reported (disorders of glycoprotein metabolism)	Endocrine, nutritional and metabolic diseases	Date
130814	Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)	Endocrine, nutritional and metabolic diseases	Date
130816	Date E79 first reported (disorders of purine and pyrimidine metabolism)	Endocrine, nutritional and metabolic diseases	Date
130818	Date E80 first reported (disorders of porphyrin and bilirubin metabolism)	Endocrine, nutritional and metabolic diseases	Date
130820	Date E83 first reported (disorders of mineral metabolism)	Endocrine, nutritional and metabolic diseases	Date
130822	Date E84 first reported (cystic fibrosis)	Endocrine, nutritional and metabolic diseases	Date
130824	Date E85 first reported (amyloidosis)	Endocrine, nutritional and metabolic diseases	Date
130826	Date E86 first reported (volume depletion)	Endocrine, nutritional and metabolic diseases	Date
130828	Date E87 first reported (other disorders of fluid, electrolyte and acid-base balance)	Endocrine, nutritional and metabolic diseases	Date
130830	Date E88 first reported (other metabolic disorders)	Endocrine, nutritional and metabolic diseases	Date
130832	Date E89 first reported (postprocedural endocrine and metabolic disorders, not elsewhere classified)	Endocrine, nutritional and metabolic diseases	Date
130834	Date E90 first reported (nutritional and metabolic disorders in diseases classified elsewhere)	Endocrine, nutritional and metabolic diseases	Date
130836	Date F00 first reported (dementia in alzheimer's disease)	Mental and behavioural disorders	Date
130838	Date F01 first reported (vascular dementia)	Mental and behavioural disorders	Date
130840	Date F02 first reported (dementia in other diseases classified elsewhere)	Mental and behavioural disorders	Date
130842	Date F03 first reported (unspecified dementia)	Mental and behavioural disorders	Date
130844	Date F04 first reported (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)	Mental and behavioural disorders	Date
130846	Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)	Mental and behavioural disorders	Date
130848	Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease)	Mental and behavioural disorders	Date
130850	Date F07 first reported (personality and behavioural disorders due to brain disease, damage and dysfunction)	Mental and behavioural disorders	Date
130852	Date F09 first reported (unspecified organic or symptomatic mental disorder)	Mental and behavioural disorders	Date
130854	Date F10 first reported (mental and behavioural disorders due to use of alcohol)	Mental and behavioural disorders	Date
130856	Date F11 first reported (mental and behavioural disorders due to use of opioids)	Mental and behavioural disorders	Date
130858	Date F12 first reported (mental and behavioural disorders due to use of cannabinoids)	Mental and behavioural disorders	Date
130860	Date F13 first reported (mental and behavioural disorders due to use of sedatives or hypnotics)	Mental and behavioural disorders	Date
130862	Date F14 first reported (mental and behavioural disorders due to use of cocaine)	Mental and behavioural disorders	Date
130864	Date F15 first reported (mental and behavioural disorders due to use of other stimulants, including caffeine)	Mental and behavioural disorders	Date
130866	Date F16 first reported (mental and behavioural disorders due to use of hallucinogens)	Mental and behavioural disorders	Date
130868	Date F17 first reported (mental and behavioural disorders due to use of tobacco)	Mental and behavioural disorders	Date
130870	Date F18 first reported (mental and behavioural disorders due to use of volatile solvents)	Mental and behavioural disorders	Date
130872	Date F19 first reported (mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)	Mental and behavioural disorders	Date
130874	Date F20 first reported (schizophrenia)	Mental and behavioural disorders	Date
130876	Date F21 first reported (schizotypal disorder)	Mental and behavioural disorders	Date
130878	Date F22 first reported (persistent delusional disorders)	Mental and behavioural disorders	Date
130880	Date F23 first reported (acute and transient psychotic disorders)	Mental and behavioural disorders	Date
130882	Date F24 first reported (induced delusional disorder)	Mental and behavioural disorders	Date
130884	Date F25 first reported (schizoaffective disorders)	Mental and behavioural disorders	Date
130886	Date F28 first reported (other nonorganic psychotic disorders)	Mental and behavioural disorders	Date
130888	Date F29 first reported (unspecified nonorganic psychosis)	Mental and behavioural disorders	Date
130890	Date F30 first reported (manic episode)	Mental and behavioural disorders	Date
130892	Date F31 first reported (bipolar affective disorder)	Mental and behavioural disorders	Date
130894	Date F32 first reported (depressive episode)	Mental and behavioural disorders	Date
130896	Date F33 first reported (recurrent depressive disorder)	Mental and behavioural disorders	Date
130898	Date F34 first reported (persistent mood [affective] disorders)	Mental and behavioural disorders	Date
130900	Date F38 first reported (other mood [affective] disorders)	Mental and behavioural disorders	Date
130902	Date F39 first reported (unspecified mood [affective] disorder)	Mental and behavioural disorders	Date
130904	Date F40 first reported (phobic anxiety disorders)	Mental and behavioural disorders	Date
130906	Date F41 first reported (other anxiety disorders)	Mental and behavioural disorders	Date
130908	Date F42 first reported (obsessive-compulsive disorder)	Mental and behavioural disorders	Date
130910	Date F43 first reported (reaction to severe stress, and adjustment disorders)	Mental and behavioural disorders	Date
130912	Date F44 first reported (dissociative [conversion] disorders)	Mental and behavioural disorders	Date
130914	Date F45 first reported (somatoform disorders)	Mental and behavioural disorders	Date
130916	Date F48 first reported (other neurotic disorders)	Mental and behavioural disorders	Date
130918	Date F50 first reported (eating disorders)	Mental and behavioural disorders	Date
130920	Date F51 first reported (nonorganic sleep disorders)	Mental and behavioural disorders	Date
130922	Date F52 first reported (sexual dysfunction, not caused by organic disorder or disease)	Mental and behavioural disorders	Date
130924	Date F53 first reported (mental and behavioural disorders associated with the puerperium, not elsewhere classified)	Mental and behavioural disorders	Date
130926	Date F54 first reported (psychological and behavioural factors associated with disorders or diseases classified elsewhere)	Mental and behavioural disorders	Date
130928	Date F55 first reported (abuse of non-dependence-producing substances)	Mental and behavioural disorders	Date
130930	Date F59 first reported (unspecified behavioural syndromes associated with physiological disturbances and physical factors)	Mental and behavioural disorders	Date
130932	Date F60 first reported (specific personality disorders)	Mental and behavioural disorders	Date
130934	Date F61 first reported (mixed and other personality disorders)	Mental and behavioural disorders	Date
130936	Date F62 first reported (enduring personality changes, not attributable to brain damage and disease)	Mental and behavioural disorders	Date
130938	Date F63 first reported (habit and impulse disorders)	Mental and behavioural disorders	Date
130940	Date F64 first reported (gender identity disorders)	Mental and behavioural disorders	Date
130942	Date F65 first reported (disorders of sexual preference)	Mental and behavioural disorders	Date
130944	Date F66 first reported (psychological and behavioural disorders associated with sexual development and orientation)	Mental and behavioural disorders	Date
130946	Date F68 first reported (other disorders of adult personality and behaviour)	Mental and behavioural disorders	Date
130948	Date F69 first reported (unspecified disorder of adult personality and behaviour)	Mental and behavioural disorders	Date
130950	Date F70 first reported (mild mental retardation)	Mental and behavioural disorders	Date
130952	Date F71 first reported (moderate mental retardation)	Mental and behavioural disorders	Date
130954	Date F72 first reported (severe mental retardation)	Mental and behavioural disorders	Date
130956	Date F73 first reported (profound mental retardation)	Mental and behavioural disorders	Date
130958	Date F78 first reported (other mental retardation)	Mental and behavioural disorders	Date
130960	Date F79 first reported (unspecified mental retardation)	Mental and behavioural disorders	Date
130962	Date F80 first reported (specific developmental disorders of speech and language)	Mental and behavioural disorders	Date
130964	Date F81 first reported (specific developmental disorders of scholastic skills)	Mental and behavioural disorders	Date
130966	Date F82 first reported (specific developmental disorder of motor function)	Mental and behavioural disorders	Date
130968	Date F83 first reported (mixed specific developmental disorders)	Mental and behavioural disorders	Date
130970	Date F84 first reported (pervasive developmental disorders)	Mental and behavioural disorders	Date
130972	Date F88 first reported (other disorders of psychological development)	Mental and behavioural disorders	Date
130974	Date F89 first reported (unspecified disorder of psychological development)	Mental and behavioural disorders	Date
130976	Date F90 first reported (hyperkinetic disorders)	Mental and behavioural disorders	Date
130978	Date F91 first reported (conduct disorders)	Mental and behavioural disorders	Date
130980	Date F92 first reported (mixed disorders of conduct and emotions)	Mental and behavioural disorders	Date
130982	Date F93 first reported (emotional disorders with onset specific to childhood)	Mental and behavioural disorders	Date
130984	Date F94 first reported (disorders of social functioning with onset specific to childhood and adolescence)	Mental and behavioural disorders	Date
130986	Date F95 first reported (tic disorders)	Mental and behavioural disorders	Date
130988	Date F98 first reported (other behavioural and emotional disorders with onset usually occurring in childhood and adolescence)	Mental and behavioural disorders	Date
130990	Date F99 first reported (mental disorder, not otherwise specified)	Mental and behavioural disorders	Date
130992	Date G00 first reported (bacterial meningitis, not elsewhere classified)	Nervous system disorders	Date
130994	Date G01 first reported (meningitis in bacterial diseases classified elsewhere)	Nervous system disorders	Date
130996	Date G02 first reported (meningitis in other infectious and parasitic diseases classified elsewhere)	Nervous system disorders	Date
130998	Date G03 first reported (meningitis due to other and unspecified causes)	Nervous system disorders	Date
131000	Date G04 first reported (encephalitis, myelitis and encephalomyelitis)	Nervous system disorders	Date
131002	Date G05 first reported (encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere)	Nervous system disorders	Date
131004	Date G06 first reported (intracranial and intraspinal abscess and granuloma)	Nervous system disorders	Date
131006	Date G07 first reported (intracranial and intraspinal abscess and granuloma in diseases classified elsewhere)	Nervous system disorders	Date
131008	Date G08 first reported (intracranial and intraspinal phlebitis and thrombophlebitis)	Nervous system disorders	Date
131010	Date G09 first reported (sequelae of inflammatory diseases of central nervous system)	Nervous system disorders	Date
131012	Date G10 first reported (huntington's disease)	Nervous system disorders	Date
131014	Date G11 first reported (hereditary ataxia)	Nervous system disorders	Date
131016	Date G12 first reported (spinal muscular atrophy and related syndromes)	Nervous system disorders	Date
